Issue_id,Priority,Component,Duplicated_issue,Title,Description,Status,Resolution,Version,Created_time,Resolved_time
893746,P5,Developer Tools,,Not displaying,asdfadsf,RESOLVED,INVALID,unspecified,2013-07-15 05:39:53 -0700,2013-07-15 07:13:18 -0700
897402,P5,Untriaged,286355.0,When i try to reopen the firefox after closing atonce it is not opening,User Agent: Mozilla/5.0 (Windows NT 5.1; rv:22.0) Gecko/20100101 Firefox/22.0 (Beta/Release); Build ID: 20130618035212; ; Steps to reproduce:; ; I closed the firfox and i reopened in a second it doesnt open; ; ; Actual results:; ; It shows that firefox is already running.; ; ; Expected results:; ; It should open,RESOLVED,DUPLICATE,22 Branch,2013-07-24 02:07:38 -0700,2013-07-28 23:24:08 -0700
901430,P5,Untriaged,,its not opening,User Agent: Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.1 (KHTML; like Gecko) Maxthon/4.0.3.6000 Chrome/22.0.1229.79 Safari/537.1; ; Steps to reproduce:; ; tried to open firefox; ; ; Actual results:; ; its not opening; ; ; Expected results:; ; it should have opened,RESOLVED,INVALID,15 Branch,2013-08-05 00:56:15 -0700,2013-08-05 03:23:42 -0700
901452,P5,Untriaged,,firefox is too slow,User Agent: Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.1 (KHTML; like Gecko) Maxthon/4.0.3.6000 Chrome/22.0.1229.79 Safari/537.1; ; Steps to reproduce:; ; working on firefox; ; ; Actual results:; ; firefox is too slow; not able to work properly; ; ; Expected results:; ; firefox should be working properly,RESOLVED,INVALID,15 Branch,2013-08-05 02:30:43 -0700,2013-08-05 11:56:48 -0700
901834,P5,Untriaged,901833.0,send report error in firefox,User Agent: Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/28.0.1500.95 Safari/537.36; ; Steps to reproduce:; ; tried to send file; ; ; Actual results:; ; not sent the file; ; ; Expected results:; ; it should send,RESOLVED,DUPLICATE,1.0 Branch,2013-08-05 23:05:22 -0700,2013-08-06 04:48:41 -0700
902419,P5,Security,,Master password should block access to cookies/active logins when not entered,User Agent: Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0 (Beta/Release); Build ID: 20130730113002; ; Steps to reproduce:; ; Enter an incorrect master password; ; ; Actual results:; ; Still able to access sites where the login is already active.; ; ; Expected results:; ; Should be unable to access these sites from a security standpoint.; ; Would also help to have a guest session system to prevent the enter your password spam from the master password when its not entered.,RESOLVED,INVALID,23 Branch,2013-08-07 05:34:50 -0700,2013-09-06 18:32:00 -0700
905965,P5,Untriaged,,firefox is not opening,User Agent: Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/28.0.1500.95 Safari/537.36; ; Steps to reproduce:; ; i started opening firefox; ; ; Actual results:; ; it is not supporting my product; ; ; Expected results:; ; it should have opened without any fault.,RESOLVED,INVALID,1.0 Branch,2013-08-16 02:50:27 -0700,2013-08-16 11:36:40 -0700
906727,P5,Toolbars and Customization,930970.0,UX Nightly: Customizing toolbar stops other Firefox nightlies/Firefox stable from working in that profile,UX Nightly will change the profile in such a way that it makes essential buttons like Back and Refresh disappear when the same profile is started in another Firefox build (such as Stable or even the regular Nightly).; ; Tested on Windows 8; 64 bit.; ; Steps to reproduce:; - Create new profile on Firefox Stable (or any other firefox build but UX nightlies); - Open Firefox in that profile; check everything is ok.; - Open UX in that profile; customize the toolbar by putting a new button and removing it again; for example.; - Open the other Firefox build again. Check that some buttons are missing.; ; Expected result:; - When opening the other Firefox build; the toolbar and buttons would be ok.; ; Obtained result:; - When opening the other Firefox build; many buttons are lost and have to be placed manually.; ; Ive contacted Gijs that told me that this was only to be expected in case I restored default settings in UX and then used the same profile in other build. Since this differs slightly from that case; its now reported just to be safe.,RESOLVED,DUPLICATE,Trunk,2013-08-19 08:47:45 -0700,2013-10-28 03:33:50 -0700
907854,P5,Untriaged,,crash down,User Agent: Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/28.0.1500.95 Safari/537.36; ; Steps to reproduce:; ; click link.; ; ; Actual results:; ; it crashed.; ; ; Expected results:; ; show the link page wanted.,RESOLVED,INVALID,7 Branch,2013-08-21 11:37:41 -0700,2013-08-21 11:40:19 -0700
912390,P5,Untriaged,,unable to increase volume for a video file,User Agent: Mozilla/5.0 (Windows NT 5.1; rv:23.0) Gecko/20100101 Firefox/23.0 (Beta/Release); Build ID: 20130814063812; ; Steps to reproduce:; ; opened an video file ; played the video file; unable to increase or decrease the audio/volume; ; ; Actual results:; ; no change in volume when i tried to change; ; ; Expected results:; ; volume should have been increased or decreased,RESOLVED,INCOMPLETE,unspecified,2013-09-04 02:16:27 -0700,2013-11-13 11:02:21 -0800
922498,P5,Untriaged,,unable to sign in the account,User Agent: Mozilla/5.0 (Windows NT 6.1; rv:12.0) Gecko/20100101 Firefox/12.0 (Beta/Release); Build ID: 20120420145725; ; Steps to reproduce:; ; I entered the email id  and password to sign in.; ; ; Actual results:; ; Did not sign in.; ; ; Expected results:; ; It should have signed in.,RESOLVED,INVALID,12 Branch,2013-09-30 23:23:07 -0700,2013-09-30 23:40:37 -0700
924300,P5,Untriaged,,unable to sign in account,User Agent: Mozilla/5.0 (Windows NT 6.1; rv:12.0) Gecko/20100101 Firefox/12.0 (Beta/Release); Build ID: 20120420145725; ; Steps to reproduce:; ; shxkasdhclsdvj ;; ; ; Actual results:; ; hcksdgckidbjkv ; ; ; Expected results:; ; ascyufjaqhcjqg,RESOLVED,INVALID,12 Branch,2013-10-07 23:19:33 -0700,2013-10-07 23:21:08 -0700
941385,P5,General,,UITour: Disable on pre-australis builds,Looks like we wont be using this on anything before Australis; so may as well flip the switch to disable it. Easy enough to flip the pref back for testing.,VERIFIED,FIXED,unspecified,2013-11-20 17:49:22 -0800,2013-12-18 01:28:58 -0800
953268,P5,General,,after installing firefox-10.0.12esr.tar.bz2  in /opt/firefox    who is also  /opt/firefox.old/firefox version 2.0.0.20 firefox is not running,Created attachment 8351567; crashreporterfirefox-10.0.12esr.doc; ; User Agent: Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.8.1.20) Gecko/20081217 Firefox/2.0.0.20 (Nightly/Aurora); Build ID: 2008121709; ; Steps to reproduce:; ; install tar xjf firefox-10.0.12esr.tar.bz2 after update in firefox2.0.0.20 in folder /opt with firefox.old/firefox; ; ; Actual results:; ; crashreport in /opt/firefox without send or receive answer not ID= or other Report; ; ; Expected results:; ; not run as administrator ./firefox version Firefox-10.0.12esr after installing and copy the plugins from firefox.old/firefox also in folder directory /opt,RESOLVED,INVALID,unspecified,2013-12-27 09:23:41 -0800,2014-01-11 12:56:36 -0800
82301,P4,Bookmarks & History,,Today History folder should be expanded by default,Build: 2001052115; Mac OS 9.1; ; To reproduce:; *   Open the History window.; *   Look at the `Today folder.; ; What you should see:; *   The folder should be expanded.; ; What you actually see:; *   The folder is collapsed.,RESOLVED,FIXED,Trunk,2001-05-22 22:32:19 -0700,2013-04-08 09:31:14 -0700
111656,P4,General,,Flickering icon in URL location field,The link rel=icon feature is a very nice generalisation of favico; but the; resulting graphic has a tendency to flicker when moving between pages; even when; those pages are referencing the exact same graphic in the exact same location;; so that the graphic remains; overall; unchanged.; ; navigating around www.mozilla.org illustrates this well. There would ideally be; no flicker.; ; Suggest that; (only if link is followed to new page on same server?); the; decision to redraw the graphic (and update the URL?) only be made once the head; of the new page has been read to find out whether the same graphic; or no; graphic; is referenced. (Not sure introducing hysteresis on updating the URL is; necessarily a good thing; since you then cant e.g. see redirects in action and; learn urls to hand-edit.); ; Ive no idea what should happen if e.g. image type is unspecified/differs and; content negotiation comes into play.,RESOLVED,WORKSFORME,3.0 Branch,2001-11-23 13:55:38 -0800,2012-12-30 22:37:29 -0800
168274,P4,General,,Show form action URL in status bar (like for link URLs) (e.g. when hovering a submit button),buttons in forms have defined linkages to other pages or programs (the ACTION; attribute). unlike A HREF links; on mouseover; these are not previewed in the; status bar. it sure would be convenient if they were!,RESOLVED,WONTFIX,Trunk,2002-09-12 11:02:32 -0700,2013-12-27 14:31:00 -0800
169837,P4,Bookmarks & History,,scroll bookmarks but not other menu items in bookmarks menu,we should just scroll the bookmarks; leaving the Add bookmarks and Manage; bookmarks menu items visible.,RESOLVED,WONTFIX,unspecified,2002-09-19 21:43:14 -0700,2010-05-31 09:38:44 -0700
171303,P4,Toolbars and Customization,,[cust] Creating a new toolbar with same name as standard toolbar should give an error,User-Agent:       Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.2b) Gecko/20020927 Phoenix/0.2; Build Identifier: Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.2b) Gecko/20020927 Phoenix/0.2; ; Create a new toolbar called Bookmark Toolbar. No error is reported that a; toolbar with that name already exists and a new toolbar and menu item are created.; ; ; Reproducible: Always; ; Steps to Reproduce:; ; ; Actual Results:  ; Phoenix creates the toolbar and you end up with duplicate menu items on the; Toolbars menu.; ; Expected Results:  ; If you try and create a second user generated toolbar with the same name as a; previous user generated toolbar an error is reported and you are prompted to; change the name. This should also happen with the Status Bar; Navigation; Toolbar and Bookmarks Toolbar names.; ; ; The new toolbar facilities are excellent; it means an end to having alter; browser.xul to get an Address toolbar.,VERIFIED,FIXED,unspecified,2002-09-27 16:30:24 -0700,2006-11-13 07:41:39 -0800
176564,P4,General,,Should be able to manually open a blocked pop-up,I propose the popup blocking icon which appears in the lower left corner of the; browser when a website requests a popup should have more functionality than just; unblocking a site. I suggest that clicking the icon will open a menu which; will allow me to (a) manually open the popup and (b) a menu item to bring up; its current functionality to unblock a site.; ; To me; this seems more logical than just being able to unblock the site. Say I; go to a site which I suspect requires popups to function properly. I have no way; of knowing if thats true unless I unblock the site completely.,RESOLVED,FIXED,unspecified,2002-10-24 13:43:07 -0700,2005-03-03 11:24:51 -0800
177506,P4,Tabbed Browser,,turning off hide tab bar ... has no effect until new tab/window is opened.,Observed in Phoenix 0.4 on both Windows XP and Linux.; ; Turning off the hide tab bar when only one tab is open option in the; preferences does not have an effect until an additional tab is opened.; ; To recreate:; ; 1.  Load Phoenix with the hide tab bar ... option enabled.; 2.  Ensure that only ONE TAB is open.; 3.  Go into preferences; turn off hide tab bar ... option.; 4.  Close preferences.; 5.  Observe that a tab for the current page did NOT appear.; 6.  Go to File -> New Tab; 7.  Observe that you now have a tab for the original page; and a new tab.; 8.  Close the new tab; observe that you now have the tab for the original page.,RESOLVED,FIXED,unspecified,2002-10-30 08:17:01 -0800,2009-09-18 13:20:27 -0700
185123,P4,Menus,,View > Character Encoding > Auto-Detect options are confusing,User-Agent:       Mozilla/5.0 (Windows; U; Win 9x 4.90; en-US; rv:1.3a) Gecko/20021207 Phoenix/0.5; Build Identifier: Mozilla/5.0 (Windows; U; Win 9x 4.90; en-US; rv:1.3a) Gecko/20021207 Phoenix/0.5; ; Hard to get. ; ; Reproducible: Always; ; Steps to Reproduce:; 1. menu view - character codic - auto- detect ; 2. selected option is called (off); 3.; ; ; ; Expected Results:  ; off - I dont understand. does it mean that autodetection was off. And will it; be on when I choose chinese?? what is the purpose of auto-detection?; Also the other options more and customize make little sense to me.; ; I also believe this option is not that important. You should reorganize this.,RESOLVED,FIXED,unspecified,2002-12-12 16:19:33 -0800,2014-01-27 15:48:35 -0800
185382,P4,Toolbars and Customization,,alt+enter for opening URL in new tab doesnt work on WinME,User-Agent:       Mozilla/5.0 (Windows; U; Win 9x 4.90; en-US; rv:1.3a) Gecko/20021207 Phoenix/0.5; Build Identifier: Mozilla/5.0 (Windows; U; Win 9x 4.90; en-US; rv:1.3a) Gecko/20021207 Phoenix/0.5; ; I have Windows Millenium. When I try to use the keyboard shorcut Alt+Enter; after  having writen a new URL in the ToolBar; no new tab is opened.; ; ; ; Reproducible: Always; ; Steps to Reproduce:; 1. Write a new URL in the ToolBars; 2. used the keyboard shortcuts Alt+Enter to open a new tab for this new URL; 3. No new tab opened; ; Actual Results:  ; Nothing; ; Expected Results:  ; Normally; Using the keyboard shortcut Alt+Enter after having writing a new URL; in the ToolBar ==>> open a new tab for this new URL ; ; I used the ; C:\Program Files\Phoenix\Phoenix.exe -ProfileManager; If you the folder Profile; send me a email.; Thanks; Fred,RESOLVED,WORKSFORME,unspecified,2002-12-14 10:41:37 -0800,2006-02-14 12:27:47 -0800
192577,P4,Location Bar,,URL bar drop-down does not collapse on second click on down-arrow,Windows trunk build; 2/10/03; ; 1. Click on the down arrow in the URL bar; 2. Click on it again; ; Expected result:; Drop down list disappears; ; Actual result:; Drop down list remains,VERIFIED,FIXED,unspecified,2003-02-10 09:05:15 -0800,2004-12-21 10:25:47 -0800
196509,P4,Bookmarks & History,,Search for bookmark should show parent folder,User-Agent:       Mozilla/5.0 (Windows; U; Win98; en-US; rv:1.3b) Gecko/20030308 Phoenix/0.5; Build Identifier: Mozilla/5.0 (Windows; U; Win98; en-US; rv:1.3b) Gecko/20030308 Phoenix/0.5; ; When I search for a  bookmark; I want to know which folder contains it.; Easy to find  the duplicate bookmarks; if any.; ; Reproducible: Always; ; Steps to Reproduce:; 1. Click Manage Bookmarks; 2. Find window shows up; type in a bookmark; 3. No parent folder seen for resulting bookmark results.; Actual Results:  ; Nothing; ; Expected Results:  ; Show both bookmark and parent folder,VERIFIED,INCOMPLETE,unspecified,2003-03-08 21:48:30 -0800,2012-06-05 16:53:34 -0700
203183,P4,Bookmarks & History,,Bookmarks context menu stays when clicking other menus,User-Agent:       Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.4a) Gecko/20030422 Firebird  Browser/0.6; Build Identifier: Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.4a) Gecko/20030422 Firebird  Browser/0.6; ; The popup menu displayed when right-clicking a bookmark doesnt go away when; clicking another menu; ; Reproducible: Always; ; Steps to Reproduce:; 1. You must have a bookmark hanging from the main Bookmarks menu; 2. Right-click the bookmark. Popup menu appears; 3. Move mouse to another top-level menu (Go; Tools; whatever); ; ; ; Actual Results:  ; The popup menu belonging to a bookmark still shows on screen. Actions performed; on this menu do have the intended effect(open; delete; etc) on the bookmark; ; Expected Results:  ; Firebird should hide the popup menu when focus is taken away from the; Bookmarks menu; ; Using default theme; vanilla Firebird,VERIFIED,FIXED,Trunk,2003-04-24 05:58:05 -0700,2012-02-08 03:00:56 -0800
204999,P4,Location Bar,,When URL bar gets focus; language should switch to English,User-Agent:       Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.4b) Gecko/20030502; Build Identifier: Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.4b) Gecko/20030502; ; AFAIK all URLs contain only RTL latin text; now; although LTR text can be; encoded using %XX notation; its never (again AFAIK) the case that a URL starts; with %XX and it is rarely the case that people wish to enter RTL text (to be; encoded into the URL) directly in the URL bar. I therefore suggest that whenever; the URL bar gets keyboard focus; the input direction will be set to LTR if it; had been RTL. This means different things for different platforms; of course.; ; Reproducible: Always; ; Steps to Reproduce:,RESOLVED,WONTFIX,Trunk,2003-05-09 02:58:07 -0700,2009-01-28 00:44:46 -0800
213163,P4,Bookmarks & History,,show bookmark URL over mouseover of bookmark toolbar item in status bar,User-Agent:       Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.5a cdn) Gecko/20030718 Mozilla Firebird/0.6; Build Identifier: Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.5a cdn) Gecko/20030718 Mozilla Firebird/0.6; ; Mozilla Firebird implementation of bug 23460 : Bookmarks URL should show in; status bar at mouseover of menuitem; ; Reproducible: Always; ; Steps to Reproduce:; 1. Move mouse over a bookmark on the Personal toolbar; 2.; 3.; ; Actual Results:  ; see Status text does not change to URI of bookmark; ; Expected Results:  ; URI of bookmark shown in statusbar,RESOLVED,FIXED,unspecified,2003-07-19 07:50:29 -0700,2008-02-16 09:17:43 -0800
213377,P4,General,,Cannot stop animation with escape key,Fix for suite needs to be applied to Firebird as well.; ; Bug 70030.,VERIFIED,FIXED,unspecified,2003-07-22 00:36:31 -0700,2006-03-12 17:13:56 -0800
214431,P4,Preferences,,expose UI for network.cookie.alwaysAcceptSessionCookies,User-Agent:       Mozilla/5.0 (Windows; U; WinNT4.0; en-US; rv:1.5a) Gecko/20030728 Mozilla Firebird/0.6.1; Build Identifier: Mozilla/5.0 (Windows; U; WinNT4.0; en-US; rv:1.5a) Gecko/20030728 Mozilla Firebird/0.6.1; ; In the Privacy preferences; I would like to be able to select the following:; ; - silently accept cookies for the current session only; - ask before accepting for all other cookies; ; This gives me a better balance between automatically accepting all cookies; (which allows long-term tracking by arbitrary web sites) and being prompted to; accept every single cookie (making web browsing cumbersome).; ; I suggest a preferences GUI such as the following. This would still allow all; the behaviours which are currently available; as well as supporting the; behaviour I am looking for:; ; [x] Enable Cookies; ;     For cookies that last only until the end of the session;         [x] Accept only from the originating web site;         [x] Ask permission before accepting; ;     For cookies that are saved between sessions;         [x] Accept only from the originating web site;         [x] Ask permission before accepting; ; ; Reproducible: Always; ; Steps to Reproduce:; 1.; 2.; 3.,RESOLVED,WONTFIX,unspecified,2003-07-30 03:55:24 -0700,2006-08-27 05:20:36 -0700
214543,P4,Preferences,,Move Clear button for Passwords in Privacy panel,Clear should be moved into the collapsed area of the Password section in the; privacy panel so its not so easy to hit. Losing the password store could be; catastrophic. The Clear button for passwords has an associated dialog but better; button placement would be even better.,RESOLVED,WONTFIX,unspecified,2003-07-30 19:16:22 -0700,2006-08-27 06:27:52 -0700
215738,P4,Menus,,Status bar icons should respond to right-click,User-Agent:       Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.5b) Gecko/20030810 Mozilla Firebird/0.6.1+; Build Identifier: Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.5b) Gecko/20030810 Mozilla Firebird/0.6.1+; ; The stylesheet switcher icon in the status bar should display the menu upon; right-click.  Currently it only displays on left-click.  Windows contextual; menus should display on right-click.; ; Reproducible: Always; ; Steps to Reproduce:; 1. Right-click stylesheet switcher icon in status bar.; ; Actual Results:  ; Nothing.; ; Expected Results:  ; Display the menu that displays when this icon is left-clicked.,VERIFIED,WONTFIX,unspecified,2003-08-10 15:09:02 -0700,2006-04-04 13:12:35 -0700
217199,P4,General,,Status bar indicator for blocked cookies,User-Agent:       Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.5b) Gecko/20030824 Mozilla Firebird/0.6.1+; Build Identifier: Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.5b) Gecko/20030824 Mozilla Firebird/0.6.1+; ; One of Firebirds best features is the integrated popup blocking that provides; an icon indicator when it has blocked a popup window; allowing the user to click; on it and selectively enable any popups for a certain page.  I submit that a; similar feature should be implemented for cookies to simplify in cookie; management.  If all cookies are set to be blocked in Options/Privacy; then an; indicator on the status bar would allow the user to see a list of blocked; cookies (both for the site currently in view and possibly a log of recently; blocked cookies; which would clear an old bug report) and then allow the user to; allow specific cookies for either the session or permanently add them to their; whitelist.; ; Reproducible: Always; ; Steps to Reproduce:; 1.; 2.; 3.,RESOLVED,WONTFIX,unspecified,2003-08-25 01:21:35 -0700,2013-02-19 09:09:21 -0800
217341,P4,General,,Offline: should offer to clear session,We currently do not have any UI or mechanism for clearing session cookies;; outside of restarting the browser application session. (This should work within; quicklaunch; but is limited by non-browsing windows hanging open; like chatzilla; or IM in N6/7).; ; Ive been saying for a long time that we need to make Offline-Online be more; robust; taking many useful lessons from the way the MailNews features are coded; around it.; ; Ive linked this bug up to several other related bugs.; ; For example; there should be a preference for cookies  that says:; ; When going offline -> delete session cookies [yes] [no] [ask me]; ; Also; if there were network profiles that were zone based; you could have a UI; like this:; ; <Work VPN>; ; When leaving this network:; ; [ ] release all session cookies for: (all|zone1|zone2) ; ; (where zone1 or zone2 would be defined as things like all intranet servers or; my favorite ecomerce sites.,RESOLVED,WONTFIX,unspecified,2003-08-26 08:46:34 -0700,2013-02-19 09:10:11 -0800
225381,P4,Installer,,installer doesnt display images (watermark or header) on Windows95,User-Agent:       Mozilla/5.0 (Windows; U; Win95; en-US; rv:1.5) Gecko/20031016 K-Meleon/0.8; Build Identifier: Mozilla/5.0 (Windows; U; Win95; en-US; rv:1.5) Gecko/20031016 K-Meleon/0.8; ; when running the installer; the images dont display; instead it is just grey; like the rest of the window.  the screenshots i have seen of the installer have; pictures; i assume mine is supposed to have pictures too.; ; Reproducible: Always; ; Steps to Reproduce:; 1. download the installer; 2. run it; Actual Results:  ; the images didnt display; ; Expected Results:  ; display the images,RESOLVED,WONTFIX,1.0 Branch,2003-11-11 15:11:56 -0800,2006-06-24 12:09:27 -0700
225944,P4,Bookmarks & History,,bookmarks manager should have two-pane interface for easier filing of bookmarks into folders,Sufficiently large bookmark lists are hard to organize because of the scrolling; required to move each bookmark into the appropriate folder.  For a bookmark list; like mine; with a bunch of folders at the top and a bunch of uncategorized; bookmarks underneath them; organizing my list requires:; ; 1. clicking on a bookmark;; 2. drag-scrolling it up to the top of the list;; 3. dropping it into the appropriate folder;; 4. scrolling back down to the next uncategorized bookmark.; ; This chore would be much easier if there were a second pane in the manager which; displayed just the hierarchy of folders.  Then; bookmarks from the list could be; dragged over to the folder tree and into the appropriate folders without the; need for any scrolling; requiring only:; ; 1. clicking on a bookmark;; 2. dragging it over to the appropriate folder;; 3. dropping it.,RESOLVED,FIXED,unspecified,2003-11-17 00:32:31 -0800,2006-08-27 06:00:22 -0700
226068,P4,Preferences,,Option for the originating Web site only loses selection if Load Images is not selected,User-Agent:       Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.6b) Gecko/20031116 Firebird/0.7+; Build Identifier: Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.6b) Gecko/20031116 Firebird/0.7+; ; If option for the originating Web site only (Web Features) is selected and; Load Images is deselected then option for the originating Web site only; looses selection after Options UI is closed and opened again.; ; ; Reproducible: Always; ; Steps to Reproduce:; 1. Select options Load Images (Web Features); for the originating Web site; only (Web Features); 2. Deselect option Load Images; 3. Close Option UI; 4. Open Option UI; ; Actual Results:  ; Option for the originating Web site only (Web Features) lost selection; ; Expected Results:  ; Option for the originating Web site only (Web Features) ought to stay selected.,RESOLVED,WONTFIX,unspecified,2003-11-18 03:44:18 -0800,2006-08-27 06:53:13 -0700
227742,P4,Preferences,,Double-clicking on scoll arrow in options : downloads : file types acts like double-clicking on an item,User-Agent:       Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.6b) Gecko/20031207 Firebird/0.7+; Build Identifier: Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.6b) Gecko/20031207 Firebird/0.7+; ; The scrollbar widget registers a double-click when you quickly click the; scrollbar arrows repeatedly.; ; Reproducible: Always; ; Steps to Reproduce:; 1. Go to the File Types box and click any entry to select it.; 2. Click a scrollbar arrow quickly to scroll through the list.; ; ; Actual Results:  ; The Change Action dialog appears for the currently selected item.; ; Expected Results:  ; Just scroll like any normal scrolling box.,VERIFIED,FIXED,unspecified,2003-12-07 11:54:19 -0800,2006-08-27 05:55:04 -0700
227826,P4,Toolbars and Customization,,URL of current tab incorrectly changed when Alt+Enter opens new tab from location bar,User-Agent:       Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.6b) Gecko/20031208 Firebird/0.7+ (Oxs G7 SSE optimized); Build Identifier: Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.6b) Gecko/20031208 Firebird/0.7+ (Oxs G7 SSE optimized); ; After typing a URL into the location bar and pressing Alt+Enter to open that URL; in a new tab; the tab that was active when pressing Alt+Enter has its location; bar URL incorrectly set to the typed value.  Note that the new tab is opened; with the correct URL and its location bar behavior seems normal.; ; Reproducible: Always; ; Steps to Reproduce:; 1.  Go to some website (URL-a) in a given tab (Tab-a).; 2.  Type a new URL (URL-b) into the location bar and press Alt+Enter to open it; in a new tab.; ; Actual Results:  ; Tab-a has had its URL-a replaced with URL-b in the location bar.; Tab-b correctly has URL-b in the location bar.; ; Expected Results:  ; Tab-a should still have URL-a in the location bar.; ; Note that this behavior makes sense if Tab-a is a new; empty tab.  This is most; likely a regression due to the fix for bug 203102.; ; I realize that you can hit Esc within the location bar when Tab-a is active and; URL-a will be restored.  It is incorrect; IMO; since Im not changing the URL; that I want associated with that tab (e.g. for a bookmarklet or something); but; am creating a new tab entirely.  If I wasnt opening a new tab; I would expect; Tab-a to have whatever Ive typed in the location bar.,RESOLVED,FIXED,Trunk,2003-12-08 08:28:05 -0800,2006-03-12 18:28:31 -0800
230401,P4,Tabbed Browser,,Focus not in address bar after opening new Tab by DoubleClick,User-Agent:       Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.5) Gecko/20031007 Firebird/0.7; Build Identifier: Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.5) Gecko/20031007 Firebird/0.7; ; When opening a new Browser Tab using the keys Ctrl+T the adress bar is empty and; the cursor is there. Thats cool! But when opening a new Tab by DoubleClick on; an empty part of the TabBar; you first have to click to the adress bar to enter; a location.; ; Reproducible: Always; ; Steps to Reproduce:; 1. Open new Browser Tab by Double-Click on an empty part of the Tab Bar; Actual Results:  ; New Tab opens; but no text cursor in Adress Bar; text about:blank in Adress Bar; ; Expected Results:  ; Adress bar should be empty and the text cursor should be there,RESOLVED,FIXED,unspecified,2004-01-08 06:42:36 -0800,2006-03-12 17:21:00 -0800
230462,P4,Preferences,,Options dialog cant be closed with OK button after opening Cookies | Exceptions,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.7a) Gecko/20040108; Firebird/0.8.0+ (MozJF); ; After opening Cookies | Exceptions the options dialog cant be closed with OK; button.; ; Steps to reproduce:; 1. Open Tools | Options; 2. Open Cookies | Exceptions and close it directly; 3. Ok button doesnt react on user event,VERIFIED,FIXED,unspecified,2004-01-08 18:04:18 -0800,2006-11-28 12:18:14 -0800
231393,P4,Tabbed Browser,,Tab URL does not persist on bad links if tabs switched,1) Open a new tab; 2) enter a bad URL (e.g. www.fdfdfdfdfdf.com) \; 3) press enter to submit; 4) Warning pops; 5) Switch to a different tab; then switch back.; ; Expected Result (and how Seamonkey works): The bad URL is still shown in URL bar ; ; Actual Result: URL bar is blank; ; This is the Firebird version of Bug 103720 (Seamonkey). It seemed like Bug; 204103 was opened to be its companion but it was closed before this was fully; addressed.,RESOLVED,WORKSFORME,unspecified,2004-01-18 14:24:58 -0800,2009-09-18 13:20:32 -0700
231605,P4,Shell Integration,,Loading Firefox using Dell AccessDirect Internet button does not go to home page,User-Agent:       Mozilla/5.0 (Windows; U; Win 9x 4.90; en-US; rv:1.5) Gecko/20031007 Firebird/0.7; Build Identifier: Mozilla/5.0 (Windows; U; Win 9x 4.90; en-US; rv:1.5) Gecko/20031007 Firebird/0.7; ; I have set a local file which is my default home page for Firebird; stored in; C:/. I have made Firebird my default browser. However; when I press the Internet; AccessDirect key on my Dell laptop (Inspiron 2500); Firebird loads but instead; of going to the designated home page; Resolving host %1 appears in the status; bar; and the browser goes to mozilla.org instead.; ; Is there a way I can get Firebird to go the correct home page (it is definitely; set correctly in the preferences)? When I run Firebird manually; it correctly; goes to my set home page.; ; The AccessDirect software is configured; I understand; to simply run the default; browser when I press the i key.; ; Reproducible: Always; ; Steps to Reproduce:; 1. On a Dell laptop with AccessDirect keys; press the i button to access the; Internet and start the default browser.; 2.; 3.; Actual Results:  ; See Details description above.; ; Expected Results:  ; Instead of going to the mozilla.org home page; Firebird should have loaded my; designated home page; stored locally on the C:/ drive.,RESOLVED,INVALID,Trunk,2004-01-20 08:06:23 -0800,2007-03-05 06:27:25 -0800
